aR,aNa-Na ,aNa-U ,aNa-Cl ,aU-U ,aU-Cl ,aCl-Cl,aU-U (Small),aU-Cl (Small),aCl-Cl (Small),bNa-Na ,bNa-U ,bNa-Cl ,bU-U ,bU-Cl ,bCl-Cl,bU-U (Small),bU-Cl (Small),bCl-Cl (Small),cNa-Na ,cNa-U ,cNa-Cl ,cU-U ,cU-Cl ,cCl-Cl,cU-U (Small),cU-Cl (Small),cCl-Cl (Small),dNa-Na ,dNa-U ,dNa-Cl ,dU-U ,dU-Cl ,dCl-Cl,dU-U (Small),dU-Cl (Small),dCl-Cl (Small)
5.985,0.762888499,0.813747615,1.25799871,0.593089675,1.402585918,0.794474501,0.780143062,1.33119452,0.879759263,0.764452617,0.820089461,1.265887159,0.406876037,1.328161749,0.803690716,0.780143062,1.33119452,0.879759263,0.730197179,0.811922654,1.255914617,0.638286204,1.328053961,0.824289066,0.780143062,1.33119452,0.879759263,0.737450083,0.845882864,1.222382286,0.627591369,1.342853426,0.821895417,0.780143062,1.33119452,0.879759263
6.055,0.750587083,0.788075929,1.265096732,0.527459788,1.438392646,0.787337287,0.756554794,1.319384184,0.883401041,0.75559036,0.763943893,1.276252892,0.410093631,1.362187104,0.795419096,0.756554794,1.319384184,0.883401041,0.737140879,0.775980916,1.252833898,0.557690834,1.359640253,0.824562854,0.756554794,1.319384184,0.883401041,0.692463523,0.827095158,1.219456512,0.569576912,1.338736166,0.8218873,0.756554794,1.319384184,0.883401041
6.125,0.731112285,0.752081375,1.265531897,0.519641784,1.402417267,0.785164514,0.73998458,1.308356724,0.894109674,0.755938389,0.754416526,1.271971249,0.422838877,1.374531545,0.787360344,0.73998458,1.308356724,0.894109674,0.729012046,0.772083915,1.249940802,0.528553184,1.370572257,0.819575975,0.73998458,1.308356724,0.894109674,0.677637318,0.799893703,1.22702391,0.594383873,1.336580163,0.824150229,0.73998458,1.308356724,0.894109674
6.195,0.723424668,0.730528138,1.256349429,0.494087991,1.416979404,0.77169447,0.73203381,1.29232168,0.908260537,0.73418211,0.751284601,1.262763648,0.435525785,1.375143255,0.78271899,0.73203381,1.29232168,0.908260537,0.708968293,0.741890701,1.247528715,0.50480168,1.377915653,0.817866901,0.73203381,1.29232168,0.908260537,0.696578114,0.797388247,1.219686218,0.572816531,1.319267184,0.838842414,0.73203381,1.29232168,0.908260537
6.265,0.72603155,0.702765351,1.256278296,0.509347831,1.402094953,0.78214383,0.708660032,1.255742365,0.927387514,0.737967541,0.742972469,1.246717402,0.397073277,1.368442856,0.796205586,0.708660032,1.255742365,0.927387514,0.710645087,0.725310484,1.239258147,0.549441676,1.359799473,0.826659043,0.708660032,1.255742365,0.927387514,0.66302524,0.777312447,1.207980008,0.5708246,1.302179259,0.846502357,0.708660032,1.255742365,0.927387514
6.335,0.718537763,0.687293974,1.233466522,0.559788162,1.385800722,0.805380992,0.684534839,1.21756077,0.94773394,0.737563028,0.721478363,1.243353975,0.373533163,1.355974993,0.810135365,0.684534839,1.21756077,0.94773394,0.690535545,0.730024071,1.222383477,0.569739724,1.339135266,0.843968083,0.684534839,1.21756077,0.94773394,0.65263352,0.786537847,1.201864991,0.579568577,1.274713771,0.86873014,0.684534839,1.21756077,0.94773394
6.405,0.714902486,0.704200039,1.203724337,0.47843458,1.3438916,0.816418909,0.700612494,1.175972115,0.964113253,0.758242381,0.716992608,1.225582951,0.430858652,1.309627723,0.829140477,0.700612494,1.175972115,0.964113253,0.708637735,0.723625169,1.208165781,0.567076065,1.305350146,0.860060803,0.700612494,1.175972115,0.964113253,0.674031409,0.769790933,1.179655168,0.570023198,1.238164814,0.891610121,0.700612494,1.175972115,0.964113253
6.475,0.72540607,0.689239523,1.180485259,0.469658947,1.3192421,0.835955032,0.73032448,1.142118506,0.986798468,0.758239842,0.696400044,1.190541112,0.433825187,1.272089977,0.851787618,0.73032448,1.142118506,0.986798468,0.712979202,0.709890746,1.193755315,0.524258296,1.256557632,0.878951186,0.73032448,1.142118506,0.986798468,0.657528262,0.760261839,1.158770539,0.609544236,1.211101592,0.922362227,0.73032448,1.142118506,0.986798468
6.545,0.73939231,0.685498459,1.159713622,0.459488415,1.271226281,0.852888925,0.750789297,1.096581974,1.001309538,0.755366756,0.705195376,1.164757974,0.432179029,1.257035699,0.873887385,0.750789297,1.096581974,1.001309538,0.709364759,0.715732057,1.185097575,0.494816211,1.220425815,0.895436795,0.750789297,1.096581974,1.001309538,0.704627357,0.768381134,1.137797164,0.60599737,1.187467204,0.932027446,0.750789297,1.096581974,1.001309538
6.615,0.72764628,0.690576828,1.140907268,0.440616648,1.223629036,0.8706488,0.762098418,1.048960787,1.021281928,0.776085312,0.705888055,1.15054631,0.485975925,1.22685781,0.89266158,0.762098418,1.048960787,1.021281928,0.718918499,0.707022908,1.156614251,0.587805111,1.172863923,0.923054537,0.762098418,1.048960787,1.021281928,0.711241668,0.771695993,1.112165231,0.59484614,1.157764005,0.964088245,0.762098418,1.048960787,1.021281928
6.685,0.739781576,0.707934119,1.125916557,0.445044531,1.181629127,0.892788294,0.764749065,1.004439241,1.034802127,0.790624308,0.710436447,1.135592704,0.506653106,1.192433498,0.915668346,0.764749065,1.004439241,1.034802127,0.741917691,0.71955996,1.137117509,0.59404693,1.144768456,0.949291292,0.764749065,1.004439241,1.034802127,0.702805905,0.780703611,1.091851289,0.596850461,1.106178777,0.988677986,0.764749065,1.004439241,1.034802127
6.755,0.756883576,0.727483585,1.099301682,0.480710461,1.154551846,0.919764291,0.797435491,0.972624879,1.042845287,0.808877714,0.748505149,1.098580831,0.492975557,1.147231274,0.944158491,0.797435491,0.972624879,1.042845287,0.768672849,0.745052281,1.117445843,0.581018546,1.116445524,0.968504492,0.797435491,0.972624879,1.042845287,0.712872378,0.795279247,1.076672765,0.609263312,1.0646322,1.007610319,0.797435491,0.972624879,1.042845287
6.825,0.783283658,0.761604087,1.074335165,0.476788989,1.122225811,0.944616136,0.826247362,0.950136668,1.050970069,0.805046795,0.745012077,1.074011739,0.524899597,1.123616127,0.955512623,0.826247362,0.950136668,1.050970069,0.779488195,0.73897686,1.09702412,0.581101982,1.091382447,0.991423867,0.826247362,0.950136668,1.050970069,0.726110331,0.815014277,1.054161315,0.663018389,1.03531635,1.028413017,0.826247362,0.950136668,1.050970069
6.895,0.78520446,0.765595327,1.056206806,0.517326615,1.104463446,0.965397103,0.850330157,0.938363823,1.057163668,0.817752929,0.768391057,1.065422152,0.582588886,1.104687943,0.978731607,0.850330157,0.938363823,1.057163668,0.805925684,0.767777837,1.076279619,0.668256288,1.066402075,1.002977722,0.850330157,0.938363823,1.057163668,0.736633212,0.841648717,1.040148557,0.739017728,1.013564413,1.047210149,0.850330157,0.938363823,1.057163668
6.965,0.818138621,0.785150222,1.037225614,0.533388536,1.086134378,0.979046225,0.888633545,0.924454924,1.057033285,0.820144547,0.775097399,1.036014005,0.648587106,1.069538103,0.992177579,0.888633545,0.924454924,1.057033285,0.828245639,0.773191269,1.056235203,0.68828578,1.032059077,1.017560959,0.888633545,0.924454924,1.057033285,0.753767054,0.84263525,1.03295601,0.77943663,0.984728344,1.056060076,0.888633545,0.924454924,1.057033285
7.035,0.839126866,0.837196747,1.017442477,0.541451684,1.060449019,0.987070846,0.904134191,0.922405905,1.056299655,0.833397869,0.794392281,1.013199278,0.675864658,1.057166228,1.013131934,0.904134191,0.922405905,1.056299655,0.832832489,0.803533864,1.039734404,0.720867806,1.024830012,1.032601616,0.904134191,0.922405905,1.056299655,0.788511413,0.853260811,1.029508279,0.762022915,0.959031883,1.071425631,0.904134191,0.922405905,1.056299655
7.105,0.853835698,0.875749727,1.003095975,0.540111942,1.014010068,1.003075343,0.928164903,0.914070918,1.051046765,0.870173534,0.829526907,1.00084853,0.708403408,1.022712759,1.02760899,0.928164903,0.914070918,1.051046765,0.844732883,0.829147419,1.026899412,0.758463547,1.002953287,1.045476609,0.928164903,0.914070918,1.051046765,0.797943122,0.865853456,1.020991112,0.814956858,0.951021561,1.08002686,0.928164903,0.914070918,1.051046765
7.175,0.887384824,0.908413681,0.987895176,0.57420655,0.973176307,1.003165997,0.948529398,0.914945804,1.048643447,0.869621482,0.852314105,0.987755359,0.767626643,0.997265088,1.037828834,0.948529398,0.914945804,1.048643447,0.867017517,0.861532888,1.003608194,0.745490107,0.976170248,1.046528397,0.948529398,0.914945804,1.048643447,0.862002807,0.882241413,1.008250756,0.807042714,0.934483114,1.086543883,0.948529398,0.914945804,1.048643447
7.245,0.908697493,0.930963041,0.974334445,0.658678023,0.951613135,1.010371103,0.985705145,0.910335257,1.045797464,0.868447718,0.884430133,0.972963338,0.783316123,0.997381621,1.043951424,0.985705145,0.910335257,1.045797464,0.875604024,0.89934994,0.984414013,0.87778171,0.961038711,1.047022644,0.985705145,0.910335257,1.045797464,0.862064277,0.902316972,1.005757554,0.884611139,0.936904652,1.084788132,0.985705145,0.910335257,1.045797464
7.315,0.909917795,0.929327543,0.953685202,0.746944494,0.955649719,1.028409513,1.003194299,0.910415284,1.04214689,0.885146975,0.921172956,0.965506843,0.849548459,0.965752903,1.050040376,1.003194299,0.910415284,1.04214689,0.909884989,0.93539179,0.977511952,0.921437158,0.947478153,1.04893757,1.003194299,0.910415284,1.04214689,0.865799468,0.909632332,0.986673652,0.924001459,0.933475314,1.077364864,1.003194299,0.910415284,1.04214689
7.385,0.916298534,0.959948969,0.946303853,0.771282761,0.936094479,1.030708705,1.047344061,0.905044162,1.037879349,0.902518165,0.931907853,0.95509765,0.902807746,0.936429008,1.052103242,1.047344061,0.905044162,1.037879349,0.938770978,0.965195264,0.962975822,0.95007369,0.93757018,1.059398796,1.047344061,0.905044162,1.037879349,0.874292717,0.927932006,0.971461151,0.987748152,0.914469295,1.072181563,1.047344061,0.905044162,1.037879349
7.455,0.931256952,0.981940568,0.938058565,0.825036637,0.931318471,1.036205367,1.065061092,0.905569113,1.031630919,0.922452794,0.949478645,0.947679196,1.026476294,0.905025743,1.059404715,1.065061092,0.905569113,1.031630919,0.963037821,1.011268633,0.95871788,1.027896893,0.928320224,1.05386726,1.065061092,0.905569113,1.031630919,0.922051529,0.936082428,0.95992023,1.025700109,0.910501282,1.071964516,1.065061092,0.905569113,1.031630919
7.525,0.95196699,1.007844573,0.924504063,0.84328947,0.912601247,1.042693536,1.085992486,0.90570278,1.029405499,0.95858636,0.967529055,0.936067238,1.161309547,0.916462966,1.065022518,1.085992486,0.90570278,1.029405499,0.985557219,1.037269565,0.9545434,1.089525824,0.919724761,1.05113438,1.085992486,0.90570278,1.029405499,0.925299726,0.951655095,0.961710652,1.105994485,0.901106023,1.07546643,1.085992486,0.90570278,1.029405499
7.595,1.002480645,1.01314838,0.92034696,1.034339431,0.911561015,1.067088238,1.105521902,0.906923217,1.023172031,0.973531248,0.988882449,0.923757328,1.304980938,0.927211625,1.066775036,1.105521902,0.906923217,1.023172031,1.023759269,1.068004752,0.936244894,1.130877734,0.915756764,1.050176103,1.105521902,0.906923217,1.023172031,0.935534979,0.981986846,0.957097456,1.105472361,0.895484092,1.064298026,1.105521902,0.906923217,1.023172031
7.665,1.072727069,1.0447378,0.915116015,1.183488201,0.896304861,1.093439632,1.139368025,0.910996171,1.023285523,1.014968192,1.028751623,0.921701625,1.294349751,0.897682795,1.074018193,1.139368025,0.910996171,1.023285523,1.039372946,1.087596892,0.92381704,1.152039378,0.906025191,1.055905999,1.139368025,0.910996171,1.023285523,0.982144931,0.99531137,0.940676323,1.147097701,0.895112197,1.060819836,1.139368025,0.910996171,1.023285523
7.735,1.058782726,1.074611193,0.906294711,1.19549824,0.884384611,1.087700374,1.13311063,0.917021526,1.018381703,1.098590796,1.04593052,0.912508834,1.51569065,0.863907723,1.104895803,1.13311063,0.917021526,1.018381703,1.064778539,1.11506862,0.921148104,1.215004389,0.883672414,1.055019723,1.13311063,0.917021526,1.018381703,1.006821151,1.01288876,0.935850379,1.167554066,0.891906441,1.053204014,1.13311063,0.917021526,1.018381703
7.805,1.167729688,1.119363937,0.899341306,1.512465044,0.871348161,1.130624585,1.140522964,0.915197371,1.016446637,1.077123458,1.053936561,0.900424724,1.4183338,0.883149745,1.07280981,1.140522964,0.915197371,1.016446637,1.086768947,1.12405825,0.911339405,1.278729964,0.882750586,1.056669175,1.140522964,0.915197371,1.016446637,1.018299718,1.062838117,0.938013942,1.176463224,0.894207125,1.048267753,1.140522964,0.915197371,1.016446637
7.875,1.216791648,1.1199294,0.895696084,1.636107929,0.866677617,1.147804229,1.133335362,0.915234987,1.015382886,1.134795936,1.059249989,0.899305809,1.568580653,0.886164769,1.088820419,1.133335362,0.915234987,1.015382886,1.085410964,1.151173022,0.903964271,1.287331382,0.862321464,1.052940754,1.133335362,0.915234987,1.015382886,1.036837406,1.061495993,0.925385306,1.213994033,0.902154303,1.039428035,1.133335362,0.915234987,1.015382886
7.945,1.30299075,1.126164498,0.899484312,1.842312112,0.860793402,1.185489914,1.147514183,0.923963736,1.017097595,1.169627581,1.072562861,0.885583939,1.661346856,0.877531162,1.091066861,1.147514183,0.923963736,1.017097595,1.094238636,1.166456522,0.900812083,1.355205288,0.860959604,1.049268076,1.147514183,0.923963736,1.017097595,1.041602611,1.063433572,0.923947536,1.244971726,0.899700151,1.039363963,1.147514183,0.923963736,1.017097595
8.015,1.322469862,1.128817236,0.901319067,1.896112726,0.848114789,1.187255779,1.147096628,0.926279865,1.017429134,1.142169145,1.090636744,0.890529335,1.500011657,0.873569368,1.075664536,1.147096628,0.926279865,1.017429134,1.111982009,1.188829619,0.901305982,1.348176308,0.849313166,1.048872053,1.147096628,0.926279865,1.017429134,1.053948392,1.090873999,0.922761847,1.278519568,0.892843202,1.042922686,1.147096628,0.926279865,1.017429134
8.085,1.36565231,1.148649089,0.904603958,2.075589265,0.846845207,1.206806082,1.135184579,0.932443213,1.020242795,1.193935494,1.082875359,0.883763786,1.712761945,0.866786886,1.09438177,1.135184579,0.932443213,1.020242795,1.122362137,1.215836396,0.90100791,1.330877318,0.846347105,1.04679474,1.135184579,0.932443213,1.020242795,1.052846361,1.104231557,0.92697757,1.259077212,0.896973392,1.034736252,1.135184579,0.932443213,1.020242795
8.155,1.320323582,1.138707198,0.898224463,1.98815343,0.839691149,1.166762382,1.117920398,0.937192831,1.018928865,1.203116337,1.097456108,0.884697951,1.697524074,0.868679176,1.087148477,1.117920398,0.937192831,1.018928865,1.135675598,1.207002689,0.898385876,1.311967365,0.859657467,1.051619613,1.117920398,0.937192831,1.018928865,1.066569205,1.131045647,0.924837958,1.256425604,0.89615946,1.02290652,1.117920398,0.937192831,1.018928865
8.225,1.276835967,1.18050831,0.898966279,1.881228103,0.852249841,1.14594193,1.107538643,0.943562083,1.023274405,1.175092343,1.105822206,0.88896314,1.570854847,0.879734006,1.072320891,1.107538643,0.943562083,1.023274405,1.135179061,1.23434369,0.89817181,1.322186161,0.844344398,1.048914872,1.107538643,0.943562083,1.023274405,1.088887342,1.142170474,0.927374393,1.259581553,0.892885241,1.022844682,1.107538643,0.943562083,1.023274405
8.295,1.234788475,1.189089012,0.905671728,1.703999591,0.842466311,1.123929681,1.118924209,0.956495029,1.01953311,1.182876335,1.112255981,0.896078674,1.690924526,0.882079953,1.072626726,1.118924209,0.956495029,1.01953311,1.137244204,1.215091023,0.89501808,1.335416309,0.842098729,1.049363192,1.118924209,0.956495029,1.01953311,1.077865151,1.145349085,0.912467885,1.308895995,0.903746137,1.022421006,1.118924209,0.956495029,1.01953311
8.365,1.265292083,1.17900432,0.909167428,1.823045589,0.840612641,1.127719141,1.096538428,0.959321258,1.01906419,1.233073229,1.103614578,0.900031787,1.745594765,0.901455696,1.081897769,1.096538428,0.959321258,1.01906419,1.138185009,1.213221705,0.901264484,1.356794581,0.85577129,1.051567719,1.096538428,0.959321258,1.01906419,1.091348335,1.153385177,0.914847505,1.323076406,0.900945992,1.015611235,1.096538428,0.959321258,1.01906419
8.435,1.25228303,1.171887801,0.916674088,1.805948568,0.847624093,1.113443948,1.090713121,0.971934681,1.016097249,1.263469692,1.110061068,0.908342385,1.741913692,0.902831697,1.092355319,1.090713121,0.971934681,1.016097249,1.128416769,1.21079062,0.904805457,1.329345634,0.864076696,1.052720009,1.090713121,0.971934681,1.016097249,1.102880581,1.158915633,0.92753344,1.277310778,0.910316551,1.015532026,1.090713121,0.971934681,1.016097249
8.505,1.194918827,1.173380005,0.924030389,1.537799445,0.866313521,1.085249646,1.076614775,0.980612712,1.014130954,1.321599327,1.078797063,0.912442555,1.937622105,0.907414617,1.112675277,1.076614775,0.980612712,1.014130954,1.120236892,1.21781723,0.904432922,1.269417845,0.872200867,1.048022849,1.076614775,0.980612712,1.014130954,1.082282305,1.137191467,0.936318107,1.237003721,0.925087145,1.013995274,1.076614775,0.980612712,1.014130954
8.575,1.24616322,1.138375528,0.931752055,1.707107262,0.863917493,1.106072318,1.082220017,0.988356056,1.011726226,1.31019413,1.078852405,0.925199241,1.908823614,0.919865077,1.105149474,1.082220017,0.988356056,1.011726226,1.122292678,1.206811345,0.914324621,1.261651411,0.873926862,1.044148387,1.082220017,0.988356056,1.011726226,1.082440781,1.11131912,0.938590808,1.186719148,0.932959845,1.005906838,1.082220017,0.988356056,1.011726226
8.645,1.128773315,1.123917941,0.940984284,1.361741895,0.882841673,1.037149827,1.058669677,0.997956004,1.011403976,1.322037887,1.090631062,0.934599364,1.939850355,0.929027888,1.122480243,1.058669677,0.997956004,1.011403976,1.113239765,1.19193292,0.919762582,1.221751827,0.877913966,1.042289242,1.058669677,0.997956004,1.011403976,1.081374174,1.123684955,0.948874101,1.159697139,0.940252334,1.008114875,1.058669677,0.997956004,1.011403976
8.715,1.093045432,1.107716826,0.947653468,1.247028751,0.886632158,1.019947433,1.046679622,1.006982962,1.008705502,1.273779042,1.085468829,0.943862442,1.768599357,0.940469001,1.082815328,1.046679622,1.006982962,1.008705502,1.097299215,1.1684321,0.930855641,1.14017549,0.890824874,1.040183261,1.046679622,1.006982962,1.008705502,1.099337683,1.120452689,0.954863689,1.155609837,0.958511793,1.002844341,1.046679622,1.006982962,1.008705502
8.785,1.024860055,1.096036926,0.95090598,1.080132034,0.911669328,0.988874354,1.029621635,1.019380672,1.00052055,1.21667018,1.043438803,0.954357719,1.642138805,0.960897196,1.055477189,1.029621635,1.019380672,1.00052055,1.079953177,1.145850118,0.940793164,1.151425949,0.910812559,1.036114122,1.029621635,1.019380672,1.00052055,1.093082836,1.101352826,0.961832504,1.144750078,0.953980198,0.997115565,1.029621635,1.019380672,1.00052055
8.855,1.011756922,1.085551215,0.962845117,0.994643132,0.93351224,0.982547266,1.028371266,1.021868384,0.997244993,1.149418859,1.016552371,0.967426988,1.431024839,0.97051223,1.029544358,1.028371266,1.021868384,0.997244993,1.055192833,1.113056114,0.954722843,1.120180216,0.93534769,1.028208118,1.028371266,1.021868384,0.997244993,1.080906202,1.089026367,0.972114747,1.065016261,0.963139649,0.993645356,1.028371266,1.021868384,0.997244993
8.925,0.997755193,1.073857481,0.978799689,0.90922299,0.946560548,0.972125286,1.007245895,1.030293377,0.990179235,1.123408166,1.025330318,0.973475444,1.391834792,0.978626237,1.015383931,1.007245895,1.030293377,0.990179235,1.046808171,1.103220198,0.969453653,1.090304952,0.959330614,1.022774706,1.007245895,1.030293377,0.990179235,1.072784204,1.086895253,0.987901561,1.096959031,0.984197065,0.981898988,1.007245895,1.030293377,0.990179235
8.995,0.988221539,1.053221803,0.989155188,0.909255093,0.958560548,0.970143252,0.983032768,1.034467049,0.983790511,1.094626447,1.004097878,0.987619148,1.357371463,0.993957694,1.000892427,0.983032768,1.034467049,0.983790511,1.033044546,1.084848449,0.98018522,1.082673575,0.98138147,1.014394105,0.983032768,1.034467049,0.983790511,1.061928018,1.066117755,0.99027557,1.090859518,1.000086874,0.977632915,0.983032768,1.034467049,0.983790511
9.065,0.99735573,1.028611983,1.000350737,0.957052218,0.990839801,0.964710963,0.970067519,1.04373354,0.978777601,1.044390452,0.986644298,0.999356511,1.28980064,1.007702695,0.974629576,0.970067519,1.04373354,0.978777601,1.025077797,1.06121166,0.996392758,1.023766568,0.997054748,1.002890975,0.970067519,1.04373354,0.978777601,1.027344868,1.058146528,1.001131573,1.059552514,1.015033331,0.966539014,0.970067519,1.04373354,0.978777601
9.135,0.976160507,1.030484907,1.003715002,0.95034557,1.004248224,0.949367001,0.952876555,1.042964785,0.973788323,1.030045155,0.972917298,1.009037841,1.19493433,1.023523738,0.962943069,0.952876555,1.042964785,0.973788323,1.016703411,1.059120387,1.009759341,1.017791214,1.020642565,0.996104403,0.952876555,1.042964785,0.973788323,1.004821102,1.043073885,1.013497188,1.032575104,1.02525115,0.961851156,0.952876555,1.042964785,0.973788323
9.205,0.952606993,0.999804485,1.017344575,0.944455871,1.017729745,0.944081125,0.933857164,1.047351108,0.968038574,0.9801015,0.969023745,1.013612184,1.11530132,1.0367418,0.946924555,0.933857164,1.047351108,0.968038574,1.000994449,1.051302955,1.011027558,0.945406642,1.042507477,0.983492348,0.933857164,1.047351108,0.968038574,0.959648483,1.035772426,1.022242063,1.016161784,1.041209232,0.963022198,0.933857164,1.047351108,0.968038574
9.275,0.937585158,1.001150461,1.025717541,0.826624962,1.031402616,0.933299844,0.919160172,1.04895394,0.964546045,0.980292672,0.939834879,1.020325111,1.027715494,1.056830621,0.943355877,0.919160172,1.04895394,0.964546045,0.9889631,1.017886985,1.019691037,0.890923084,1.042917201,0.984417556,0.919160172,1.04895394,0.964546045,0.969175834,1.031440422,1.028688918,0.931288409,1.048835847,0.958990819,0.919160172,1.04895394,0.964546045
9.345,0.928334555,0.988014284,1.03843202,0.785489064,1.037913544,0.92401489,0.903582157,1.053201874,0.960137944,0.977178784,0.924856843,1.02706328,0.997420325,1.06871886,0.942091658,0.903582157,1.053201874,0.960137944,0.963537769,0.986973246,1.030735508,0.877641967,1.054700823,0.977531993,0.903582157,1.053201874,0.960137944,0.963306295,1.026055642,1.035679695,0.883871547,1.056854613,0.953257452,0.903582157,1.053201874,0.960137944
9.415,0.92415144,0.971133801,1.048552072,0.804749432,1.049985538,0.920889552,0.898661698,1.046779655,0.959498854,0.977753436,0.909271939,1.038768508,0.986167559,1.079417881,0.945538576,0.898661698,1.046779655,0.959498854,0.96003741,0.9766488,1.042438385,0.883378744,1.075037463,0.969553627,0.898661698,1.046779655,0.959498854,0.946576467,1.012221395,1.033430548,0.893289669,1.06573145,0.95126539,0.898661698,1.046779655,0.959498854
9.485,0.901851539,0.932832788,1.057583318,0.759367139,1.054565343,0.91663035,0.868316715,1.048186285,0.956403818,0.927482281,0.914896674,1.044648611,0.834625022,1.097002569,0.927087633,0.868316715,1.048186285,0.956403818,0.963107039,0.974606386,1.050389847,0.872675228,1.082463413,0.963717621,0.868316715,1.048186285,0.956403818,0.945421151,0.982787494,1.03055028,0.871784965,1.073113148,0.94913545,0.868316715,1.048186285,0.956403818
9.555,0.90124313,0.948579136,1.059306662,0.739745915,1.065906543,0.911690334,0.859539665,1.043699081,0.957897882,0.911759365,0.875637442,1.044311716,0.831682395,1.08865978,0.925339893,0.859539665,1.043699081,0.957897882,0.946500078,0.968651701,1.057754923,0.904084779,1.084130523,0.955040507,0.859539665,1.043699081,0.957897882,0.930454433,0.968881053,1.035757954,0.901984258,1.073947651,0.950390865,0.859539665,1.043699081,0.957897882
9.625,0.894792235,0.937587835,1.058443907,0.690724401,1.071443664,0.915866163,0.846876648,1.036924234,0.961200028,0.922223241,0.889533836,1.052172691,0.837553517,1.087621475,0.925102487,0.846876648,1.036924234,0.961200028,0.924834986,0.947939729,1.056653202,0.88611625,1.090056303,0.95635646,0.846876648,1.036924234,0.961200028,0.929511693,0.954041212,1.038429778,0.864102856,1.078082903,0.954014598,0.846876648,1.036924234,0.961200028
9.695,0.878131464,0.93537685,1.065144969,0.660019347,1.080961601,0.914578414,0.836206855,1.032988609,0.962245315,0.913389105,0.888235435,1.056786142,0.832710209,1.100344168,0.926972434,0.836206855,1.032988609,0.962245315,0.916909783,0.927281752,1.063485851,0.861711032,1.095347491,0.95623975,0.836206855,1.032988609,0.962245315,0.916347077,0.953920954,1.038881233,0.843958837,1.075953115,0.960585082,0.836206855,1.032988609,0.962245315
9.765,0.882442098,0.937098224,1.068976666,0.694706201,1.091110614,0.914524291,0.839158698,1.034973332,0.965998062,0.918706568,0.886601965,1.061356488,0.795824619,1.106437078,0.927944627,0.839158698,1.034973332,0.965998062,0.903602624,0.934880798,1.061848742,0.809485184,1.082581271,0.952421244,0.839158698,1.034973332,0.965998062,0.912441432,0.945362894,1.040722976,0.856850305,1.072844043,0.958750339,0.839158698,1.034973332,0.965998062
9.835,0.896387236,0.937047833,1.071271349,0.681029241,1.109350742,0.922490542,0.845096865,1.034827262,0.970924568,0.918943178,0.882346941,1.061381403,0.806689475,1.105283881,0.932226534,0.845096865,1.034827262,0.970924568,0.901889934,0.926203028,1.070276261,0.809569653,1.087993623,0.948744397,0.845096865,1.034827262,0.970924568,0.928242189,0.949914288,1.040789858,0.903301845,1.070487872,0.965601723,0.845096865,1.034827262,0.970924568
9.905,0.897271526,0.940627619,1.071908369,0.652488919,1.110685226,0.925214148,0.850524113,1.030208897,0.972523812,0.898424088,0.891895064,1.060825874,0.741914117,1.107812243,0.932266792,0.850524113,1.030208897,0.972523812,0.889491932,0.912255414,1.066681786,0.802369423,1.086158972,0.945440163,0.850524113,1.030208897,0.972523812,0.902908721,0.948768157,1.042058089,0.88972175,1.066933053,0.964597683,0.850524113,1.030208897,0.972523812
9.975,0.882918991,0.952393293,1.073118161,0.636978247,1.100693414,0.928878482,0.856636982,1.02747463,0.976282358,0.897008198,0.889624156,1.057103959,0.800401699,1.092157466,0.937988296,0.856636982,1.02747463,0.976282358,0.888101985,0.896202292,1.065557899,0.771593504,1.081619202,0.949091719,0.856636982,1.02747463,0.976282358,0.899733171,0.945558707,1.043460074,0.905402862,1.060246918,0.969865053,0.856636982,1.02747463,0.976282358
10.045,0.884848563,0.943421908,1.068916769,0.696992603,1.104581598,0.933231288,0.864485441,1.024017614,0.979081868,0.901420007,0.901336285,1.054084207,0.827442807,1.082594342,0.943881982,0.864485441,1.024017614,0.979081868,0.879133415,0.902526607,1.061438753,0.746707508,1.073170623,0.949807945,0.864485441,1.024017614,0.979081868,0.897877888,0.941003025,1.036307083,0.906658785,1.062414962,0.973719115,0.864485441,1.024017614,0.979081868
10.115,0.881711764,0.962416447,1.076465462,0.694984883,1.109638995,0.942436168,0.875714882,1.017218028,0.982953456,0.910439808,0.909066952,1.052926348,0.84872863,1.076266932,0.949237308,0.875714882,1.017218028,0.982953456,0.883217687,0.896236935,1.057294257,0.737169119,1.070130073,0.951590477,0.875714882,1.017218028,0.982953456,0.932942278,0.946140399,1.038392789,0.947432268,1.053787507,0.987075901,0.875714882,1.017218028,0.982953456
10.185,0.891925606,0.974147035,1.074717882,0.648437802,1.103523504,0.954848841,0.887916945,1.011166326,0.986119962,0.921486712,0.906725876,1.044346599,0.829720974,1.076559497,0.960067727,0.887916945,1.011166326,0.986119962,0.884100882,0.893994883,1.054695531,0.734470235,1.064951734,0.961508821,0.887916945,1.011166326,0.986119962,0.982361574,0.929221384,1.032032194,0.955347663,1.045482942,0.998840906,0.887916945,1.011166326,0.986119962
10.255,0.901662241,0.976658821,1.070531476,0.699296575,1.089769862,0.958902726,0.903005397,1.00865124,0.988271554,0.927960211,0.907533926,1.043800164,0.778963063,1.076024763,0.962302111,0.903005397,1.00865124,0.988271554,0.879139879,0.890426398,1.050457541,0.735907531,1.07187632,0.959579796,0.903005397,1.00865124,0.988271554,1.003694401,0.912609291,1.032855982,0.971335912,1.035533217,1.00732728,0.903005397,1.00865124,0.988271554
